,DataIndex,radius,num_points_circle,Y_true,Y_predicted_DT1,Y_predicted_DT1+AI,Y_predicted_DT3,Y_true=Y_pred_DT1+AI,Y_true=Y_predicted_DT3,Y_true=Y_AI=Y_DT3,Y_pred_DT1=Y_pred_DT1_AI,Change of Dec Boundary Feat1,Change of Dec Boundary Feat2,Fidelity_rectangle,Fidelity_circle_rec,Fidelity_circle,R2_rectangle,R2_circle_rectangle,R2_circle,R2_all,Accuracy_DT1_Traindata,Accuracy_DT3_Traindata,Accuracy_DT1+AI_Traindata,Accuracy_DT3+AI_Testdata,Accuracy_DT1_Testdata,Accuracy_DT3_Testdata
feat1_feat2,286,2.5,185,1,0,1,1,0,0,0,-1,4.126077609005098,4.595587106333316,0.35365853658536583,0.3846153846153846,0.7351351351351352,-1.8275862068965516,-1.6,-0.9494623655913981,-1.2818498553773336,0.932,0.848,0.999,0.98,0.918,0.878
